HOSPITAL_ID,HOSPITAL_NAME,HOSPITAL_TYPE,COUNTY_NAME,STATE_NAME,STATE_FIPS,CNTY_FIPS,FIPS,NUM_LICENSED_BEDS,NUM_STAFFED_BEDS,NUM_ICU_BEDS,ADULT_ICU_BEDS,PEDI_ICU_BEDS,BED_UTILIZATION,AVG_VENTILATOR_USAGE,Potential_Increase_In_Bed_Capac
604,Saint Joseph Hospital (FKA Exempla St Joseph Hospital),Short Term Acute Care Hospital,Denver,Colorado,8,31,8031,400,361,30,30,35,0.63799191,3,39
605,Denver Health Main Campus,Short Term Acute Care Hospital,Denver,Colorado,8,31,8031,555,369,55,55,25,0.63049829,4,186
606,Presbyterian/St Lukes Medical Center,Short Term Acute Care Hospital,Denver,Colorado,8,31,8031,680,307,71,71,42,0.59720945,5,373
607,St Anthony Hospital,Short Term Acute Care Hospital,Jefferson,Colorado,8,59,8059,237,219,76,76,0,0.70267236,7,18
608,Parker Adventist Hospital,Short Term Acute Care Hospital,Douglas,Colorado,8,35,8035,170,165,16,16,12,0.5110411,3,5
609,Vail Health (FKA Vail Valley Medical Center),Short Term Acute Care Hospital,Eagle,Colorado,8,37,8037,56,54,5,5,0,0.24398783,2,2
610,UCHealth Memorial Hospital Central,Short Term Acute Care Hospital,El Paso,Colorado,8,41,8041,583,463,46,46,84,0.57951975,12,120
611,Penrose Hospital,Short Term Acute Care Hospital,El Paso,Colorado,8,41,8041,364,447,45,45,46,0.61989278,9,-83
612,St Thomas More Hospital,Critical Access Hospital,Fremont,Colorado,8,43,8043,25,33,4,4,0,0.41485837,2,-8
613,Valley View Hospital,Short Term Acute Care Hospital,Garfield,Colorado,8,45,8045,78,41,5,5,2,0.81176078,2,37
614,Grand River Medical Center (AKA Grand River Health),Critical Access Hospital,Garfield,Colorado,8,45,8045,25,12,3,3,0,0.4609589,2,13
615,Gunnison Valley Health,Critical Access Hospital,Gunnison,Colorado,8,51,8051,24,20,3,3,0,0.27917808,2,4
616,Spanish Peaks Regional Health Center,Critical Access Hospital,Huerfano,Colorado,8,55,8055,20,20,3,3,0,0.62342465,0,0
617,St Anthony North Health Campus,Short Term Acute Care Hospital,Adams,Colorado,8,1,8001,100,132,20,20,0,0.58642048,3,-32
618,Lutheran Medical Center (FKA Exempla Lutheran Medical Center),Short Term Acute Care Hospital,Jefferson,Colorado,8,59,8059,338,186,18,18,20,0.62412727,9,152
619,Kit Carson County Memorial Hospital,Critical Access Hospital,Kit Carson,Colorado,8,63,8063,19,19,3,3,0,0.19019467,0,0
620,St Vincent General Hospital District,Critical Access Hospital,Lake,Colorado,8,65,8065,25,8,1,1,0,0.175,1,17
621,Animas Surgical Hospital,Short Term Acute Care Hospital,La Plata,Colorado,8,67,8067,12,12,2,2,0,0.21050228,0,0
622,Mercy Regional Medical Center,Short Term Acute Care Hospital,La Plata,Colorado,8,67,8067,82,82,11,11,0,0.45428497,2,0
623,McKee Medical Center,Short Term Acute Care Hospital,Larimer,Colorado,8,69,8069,115,115,11,11,0,0.19726028,2,0
624,UCHealth Poudre Valley Hospital,Short Term Acute Care Hospital,Larimer,Colorado,8,69,8069,255,208,12,12,25,0.59067625,7,47
625,Estes Park Health (FKA Estes Park Medical Center),Critical Access Hospital,Larimer,Colorado,8,69,8069,23,23,4,4,0,0.12832877,0,0
626,UCHealth Medical Center of the Rockies,Short Term Acute Care Hospital,Larimer,Colorado,8,69,8069,174,174,20,20,0,0.71229821,9,0
627,Mt San Rafael Hospital,Critical Access Hospital,Las Animas,Colorado,8,71,8071,25,25,4,4,0,0.2570959,2,0
628,Sterling Regional MedCenter,Short Term Acute Care Hospital,Logan,Colorado,8,75,8075,25,25,4,4,0,0.30860275,2,0
629,VA Western Colorado Health Care System (AKA Grand Junction VA Medical Center),VA Hospital,Mesa,Colorado,8,77,8077,53,53,1,1,0,0,2,0
630,Community Hospital (AKA Colorado West Healthcare System),Short Term Acute Care Hospital,Mesa,Colorado,8,77,8077,60,44,12,12,0,0.4669365,2,16
631,St Marys Medical Center (FKA St Marys Hospital and Medical Center),Short Term Acute Care Hospital,Mesa,Colorado,8,77,8077,257,257,18,18,0,0.61757904,8,0
632,Memorial Regional Health (FKA Memorial Hospital at Craig),Critical Access Hospital,Moffat,Colorado,8,81,8081,25,25,4,4,0,0.2869041,2,0
633,Southwest Memorial Hospital,Critical Access Hospital,Montezuma,Colorado,8,83,8083,25,25,4,4,0,0.35769862,2,0
634,Montrose Memorial Hospital,Short Term Acute Care Hospital,Montrose,Colorado,8,85,8085,75,47,8,8,0,0.35715535,2,28
635,Colorado Plains Medical Center,Short Term Acute Care Hospital,Morgan,Colorado,8,87,8087,50,36,6,6,0,0.16849315,2,14
636,East Morgan County Hospital,Critical Access Hospital,Morgan,Colorado,8,87,8087,25,25,4,4,0,0.1620822,1,0
637,Arkansas Valley Regional Medical Center,Critical Access Hospital,Otero,Colorado,8,89,8089,25,25,5,5,0,0.3898907,2,0
638,Melissa Memorial Hospital (AKA East Phillips County Hospital District),Critical Access Hospital,Phillips,Colorado,8,95,8095,15,15,3,3,0,0.1848816,0,0
639,Aspen Valley Hospital,Critical Access Hospital,Pitkin,Colorado,8,97,8097,25,25,4,4,0,0.21939726,2,0
640,Prowers Medical Center,Critical Access Hospital,Prowers,Colorado,8,99,8099,25,25,4,4,0,0.2820822,1,0
641,St Mary-Corwin Medical Center,Short Term Acute Care Hospital,Pueblo,Colorado,8,101,8101,408,42,6,6,0,0.49414518,3,366
642,Parkview Medical Center,Short Term Acute Care Hospital,Pueblo,Colorado,8,101,8101,350,268,11,11,0,0.71025437,9,82
643,Pioneers Medical Center,Critical Access Hospital,Rio Blanco,Colorado,8,103,8103,10,10,2,2,0,0.41643837,1,0
644,Rangely District Hospital,Critical Access Hospital,Rio Blanco,Colorado,8,103,8103,25,25,4,4,0,0.54619175,1,0
645,Rio Grande Hospital,Critical Access Hospital,Rio Grande,Colorado,8,105,8105,17,17,3,3,0,0.39371476,2,0
646,UCHealth Yampa Valley Medical Center,Short Term Acute Care Hospital,Routt,Colorado,8,107,8107,39,39,4,4,0,0.21276447,2,0
647,St Anthony Summit Medical Center,Short Term Acute Care Hospital,Summit,Colorado,8,117,8117,35,34,8,8,0,0.24284796,2,1
648,UCHealth Pikes Peak Regional Hospital,Critical Access Hospital,Teller,Colorado,8,119,8119,15,13,3,3,0,0.31694645,1,2
649,North Colorado Medical Center,Short Term Acute Care Hospital,Weld,Colorado,8,123,8123,378,222,26,26,0,0.51590949,4,156
650,Wray Community District Hospital,Critical Access Hospital,Yuma,Colorado,8,125,8125,15,15,3,3,0,0.23476027,1,0
651,Yuma District Hospital,Critical Access Hospital,Yuma,Colorado,8,125,8125,15,15,3,3,0,0.13625571,0,0
652,Stamford Hospital (AKA Stamford Health),Short Term Acute Care Hospital,Fairfield,Connecticut,9,1,9001,288,288,36,36,0,0.58706242,9,0
653,St Vincents Medical Center,Short Term Acute Care Hospital,Fairfield,Connecticut,9,1,9001,191,191,14,14,0,0.66559565,6,0
654,Bridgeport Hospital,Short Term Acute Care Hospital,Fairfield,Connecticut,9,1,9001,348,348,32,32,0,0.70557392,8,0
655,Greenwich Hospital,Short Term Acute Care Hospital,Fairfield,Connecticut,9,1,9001,181,181,10,10,10,0.61339587,4,0
656,Danbury Hospital,Short Term Acute Care Hospital,Fairfield,Connecticut,9,1,9001,350,350,41,41,0,0.61780822,11,0
657,Norwalk Hospital,Short Term Acute Care Hospital,Fairfield,Connecticut,9,1,9001,235,235,40,40,16,0.50098515,6,0
658,The Hospital of Central Connecticut - Bradley Memorial Campus,Short Term Acute Care Hospital,Hartford,Connecticut,9,3,9003,84,84,24,24,0,0.61064333,5,0
659,UConn John Dempsey Hospital (AKA UConn Health Center),Short Term Acute Care Hospital,Hartford,Connecticut,9,3,9003,138,138,20,20,0,0.58919376,3,0
660,Hartford Hospital,Short Term Acute Care Hospital,Hartford,Connecticut,9,3,9003,867,702,84,84,0,0.81345665,14,165
661,Manchester Memorial Hospital,Short Term Acute Care Hospital,Hartford,Connecticut,9,3,9003,140,140,32,32,0,0.47825831,2,0
662,Bristol Hospital,Short Term Acute Care Hospital,Hartford,Connecticut,9,3,9003,106,106,14,14,0,0.57761693,5,0
663,Hebrew Senior Care,Short Term Acute Care Hospital,Hartford,Connecticut,9,3,9003,23,23,4,4,0,0.007027993,0,0
664,Connecticut Childrens Medical Center,Childrens Hospital,Hartford,Connecticut,9,3,9003,187,187,90,90,90,0.65727055,2,0
665,Saint Francis Hospital and Medical Center,Short Term Acute Care Hospital,Hartford,Connecticut,9,3,9003,474,474,42,42,28,0.63813341,26,0
666,Sharon Hospital,Short Term Acute Care Hospital,Litchfield,Connecticut,9,5,9005,66,66,11,11,0,0.18750519,2,0
667,Charlotte Hungerford Hospital,Short Term Acute Care Hospital,Litchfield,Connecticut,9,5,9005,91,91,10,10,0,0.60740632,5,0
668,Middlesex Hospital (AKA Middlesex Health System),Short Term Acute Care Hospital,Middlesex,Connecticut,9,7,9007,187,187,24,24,0,0.62420338,7,0
669,Bridgeport Hospital Milford Campus (FKA Milford Hospital),Short Term Acute Care Hospital,New Haven,Connecticut,9,9,9009,106,106,10,10,0,0.2552056,2,0
670,Saint Marys Hospital,Short Term Acute Care Hospital,New Haven,Connecticut,9,9,9009,151,151,16,16,0,0.65513927,6,0
671,MidState Medical Center,Short Term Acute Care Hospital,New Haven,Connecticut,9,9,9009,144,144,25,25,0,0.70828903,4,0
672,Yale New Haven Hospital,Short Term Acute Care Hospital,New Haven,Connecticut,9,9,9009,581,581,88,88,107,0.81244361,28,0
673,The Connecticut Hospice,Short Term Acute Care Hospital,New Haven,Connecticut,9,9,9009,10,10,1,1,0,0.4969863,0,0
674,Masonicare Health Center,Short Term Acute Care Hospital,New Haven,Connecticut,9,9,9009,30,30,5,5,0,0.19123287,0,0
675,Griffin Hospital,Short Term Acute Care Hospital,New Haven,Connecticut,9,9,9009,101,101,14,14,0,0.65834802,3,0
676,Waterbury Hospital (AKA Waterbury HEALTH),Short Term Acute Care Hospital,New Haven,Connecticut,9,9,9009,213,213,20,20,0,0.52492124,4,0
677,Lawrence & Memorial Hospital,Short Term Acute Care Hospital,New London,Connecticut,9,11,9011,236,236,10,10,13,0.65215927,7,0
678,The William W Backus Hospital (AKA Backus Hospital),Short Term Acute Care Hospital,New London,Connecticut,9,11,9011,165,165,12,12,0,0.70490658,5,0
679,Rockville General Hospital,Short Term Acute Care Hospital,Tolland,Connecticut,9,13,9013,102,102,9,9,0,0.35683587,2,0
680,Johnson Memorial Hospital,Short Term Acute Care Hospital,Tolland,Connecticut,9,13,9013,50,50,7,7,0,0.37172604,2,0
681,Day Kimball Hospital,Short Term Acute Care Hospital,Windham,Connecticut,9,15,9015,104,104,6,6,0,0.36246049,3,0
682,Windham Hospital (FKA Windham Community Memorial Hospital),Short Term Acute Care Hospital,Windham,Connecticut,9,15,9015,40,40,8,8,0,0.67431509,2,0
683,Bayhealth Hospital - Kent Campus,Short Term Acute Care Hospital,Kent,Delaware,10,1,10001,266,281,29,29,15,0.68772,12,-15
684,Christiana Hospital,Short Term Acute Care Hospital,New Castle,Delaware,10,3,10003,906,906,73,73,0,0.68970597,58,0
685,Saint Francis Healthcare,Short Term Acute Care Hospital,New Castle,Delaware,10,3,10003,395,180,20,20,6,0.32628614,4,215
686,TidalHealth Nanticoke (FKA Nanticoke Memorial Hospital),Short Term Acute Care Hospital,Sussex,Delaware,10,5,10005,139,94,9,9,0,0.49930242,4,45
687,Beebe Healthcare - Margaret H Rollins Lewes Campus (FKA Beebe Medical Center),Short Term Acute Care Hospital,Sussex,Delaware,10,5,10005,210,195,34,34,0,0.63560224,6,15
688,George Washington University Hospital,Short Term Acute Care Hospital,District of Columbia,District of Columbia,11,1,11001,395,333,56,56,0,0.94602722,18,62
689,Howard University Hospital,Short Term Acute Care Hospital,District of Columbia,District of Columbia,11,1,11001,482,227,36,36,0,0.56905228,4,255
690,MedStar Georgetown University Hospital,Short Term Acute Care Hospital,District of Columbia,District of Columbia,11,1,11001,609,393,57,57,47,0.84440726,14,216
691,Sibley Memorial Hospital,Short Term Acute Care Hospital,District of Columbia,District of Columbia,11,1,11001,342,198,14,14,0,0.56756717,5,144
692,United Medical Center (AKA Not for Profit Hospital Corporation - Closing 2023),Short Term Acute Care Hospital,District of Columbia,District of Columbia,11,1,11001,210,157,16,16,0,0.51227641,5,53
693,MedStar Washington Hospital Center,Short Term Acute Care Hospital,District of Columbia,District of Columbia,11,1,11001,912,701,92,92,0,0.82585347,38,211
694,Childrens National Medical Center (AKA Childrens National Health System),Childrens Hospital,District of Columbia,District of Columbia,11,1,11001,323,323,73,73,66,0.79700214,7,0
695,UF Health Shands Hospital (FKA Shands at the University of Florida),Short Term Acute Care Hospital,Alachua,Florida,12,1,12001,1014,742,170,170,118,0.77995932,29,272
696,North Florida Regional Medical Center,Short Term Acute Care Hospital,Alachua,Florida,12,1,12001,432,381,41,41,12,0.83970857,17,51
697,Gulf Coast Regional Medical Center,Short Term Acute Care Hospital,Bay,Florida,12,5,12005,223,223,20,20,32,0.80024439,8,0
698,Ascension Sacred Heart Hospital Bay (AKA Bay Medical Sacred Heart),Short Term Acute Care Hospital,Bay,Florida,12,5,12005,323,123,57,57,0,0.90614754,12,200
699,Melbourne Regional Medical Center (FKA Wuesthoff Medical Center - Melbourne),Short Term Acute Care Hospital,Brevard,Florida,12,9,12009,119,96,12,12,0,0.31606734,3,23
700,Parrish Medical Center (AKA Parrish Healthcare),Short Term Acute Care Hospital,Brevard,Florida,12,9,12009,210,210,8,8,0,0.33799088,6,0
701,Holmes Regional Medical Center,Short Term Acute Care Hospital,Brevard,Florida,12,9,12009,550,514,64,64,0,0.74249774,21,36
702,Rockledge Regional Medical Center (FKA Wuesthoff Medical Center - Rockledge),Short Term Acute Care Hospital,Brevard,Florida,12,9,12009,298,274,31,31,0,0.38939106,6,24
703,Cape Canaveral Hospital,Short Term Acute Care Hospital,Brevard,Florida,12,9,12009,150,150,12,12,0,0.4912146,5,0
704,Plantation General Hospital,Short Term Acute Care Hospital,Broward,Florida,12,11,12011,264,264,61,61,51,0.46946532,8,0
705,Westside Regional Medical Center,Short Term Acute Care Hospital,Broward,Florida,12,11,12011,250,250,32,32,0,0.70438677,10,0
706,Memorial Hospital Pembroke,Short Term Acute Care Hospital,Broward,Florida,12,11,12011,301,301,24,24,0,0.27831635,2,0
707,Northwest Medical Center,Short Term Acute Care Hospital,Broward,Florida,12,11,12011,283,283,24,24,11,0.61684191,6,0
708,Broward Health Imperial Point (FKA Imperial Point Medical Center),Short Term Acute Care Hospital,Broward,Florida,12,11,12011,204,157,10,10,0,0.51253867,3,47
709,University Hospital & Medical Center,Short Term Acute Care Hospital,Broward,Florida,12,11,12011,317,245,15,15,0,0.31515557,4,72
710,Broward Health North (FKA North Broward Medical Center),Short Term Acute Care Hospital,Broward,Florida,12,11,12011,409,304,29,29,0,0.58173352,7,105
711,Holy Cross Hospital,Short Term Acute Care Hospital,Broward,Florida,12,11,12011,557,319,44,44,9,0.57770944,10,238
712,Memorial Regional Hospital,Short Term Acute Care Hospital,Broward,Florida,12,11,12011,797,553,92,92,84,0.58365995,10,244
713,Broward Health Medical Center (FKA Broward General Medical Center),Short Term Acute Care Hospital,Broward,Florida,12,11,12011,716,572,57,57,0,0.56310904,10,144
714,Cleveland Clinic Florida,Short Term Acute Care Hospital,Broward,Florida,12,11,12011,206,230,48,48,0,0.76240617,5,-24
715,Memorial Hospital Miramar,Short Term Acute Care Hospital,Broward,Florida,12,11,12011,178,178,18,18,16,0.44728336,2,0
716,Broward Health Coral Springs (FKA Coral Springs Medical Center),Short Term Acute Care Hospital,Broward,Florida,12,11,12011,250,224,16,16,0,0.50213456,4,26
717,Memorial Hospital West,Short Term Acute Care Hospital,Broward,Florida,12,11,12011,486,486,32,32,20,0.55478537,5,0
718,Bayfront Health - Punta Gorda (FKA Charlotte Regional Medical Center),Short Term Acute Care Hospital,Charlotte,Florida,12,15,12015,208,136,10,10,0,0.3502216,4,72
719,Bayfront Health - Port Charlotte (FKA Peace River Regional Medical Center),Short Term Acute Care Hospital,Charlotte,Florida,12,15,12015,254,254,22,22,7,0.52049398,6,0
720,Fawcett Memorial Hospital,Short Term Acute Care Hospital,Charlotte,Florida,12,15,12015,253,233,19,19,0,0.69597852,9,20
721,Bayfront Health - Seven Rivers (FKA Seven Rivers Regional Medical Center),Short Term Acute Care Hospital,Citrus,Florida,12,17,12017,128,128,16,16,0,0.53630137,5,0
722,Citrus Memorial Hospital,Short Term Acute Care Hospital,Citrus,Florida,12,17,12017,204,204,24,24,0,0.64182109,9,0
723,Orange Park Medical Center,Short Term Acute Care Hospital,Clay,Florida,12,19,12019,317,273,28,28,16,0.83106148,14,44
724,Physicians Regional Medical Center - Pine Ridge,Short Term Acute Care Hospital,Collier,Florida,12,21,12021,105,101,24,24,0,0.70586795,6,4
725,Lake City Medical Center,Short Term Acute Care Hospital,Columbia,Florida,12,23,12023,91,91,18,18,0,0.69607103,4,0
726,Desoto Memorial Hospital,Short Term Acute Care Hospital,DeSoto,Florida,12,27,12027,49,49,8,8,0,0.17360917,2,0
727,Memorial Hospital Jacksonville,Short Term Acute Care Hospital,Duval,Florida,12,31,12031,454,396,51,51,10,0.70178497,13,58
728,Mayo Clinic Hospital - Florida,Short Term Acute Care Hospital,Duval,Florida,12,31,12031,304,304,54,54,0,0.76716286,15,0
729,Baptist Medical Center Beaches,Short Term Acute Care Hospital,Duval,Florida,12,31,12031,146,135,24,24,0,0.54841197,5,11
730,UF Health Jacksonville,Short Term Acute Care Hospital,Duval,Florida,12,31,12031,603,534,80,80,56,0.7024771,16,69
731,Ascension St Vincents Riverside Hospital,Short Term Acute Care Hospital,Duval,Florida,12,31,12031,528,479,37,37,10,0.52118486,12,49
732,Ascension St Vincents Southside Hospital,Short Term Acute Care Hospital,Duval,Florida,12,31,12031,313,278,17,17,10,0.29638913,4,35
733,Ascension Sacred Heart Hospital Pensacola,Short Term Acute Care Hospital,Escambia,Florida,12,33,12033,566,533,34,34,82,0.59273499,17,33
734,Baptist Hospital,Short Term Acute Care Hospital,Escambia,Florida,12,33,12033,492,266,37,37,0,0.74189925,7,226
735,West Florida Hospital (AKA West Florida Healthcare),Short Term Acute Care Hospital,Escambia,Florida,12,33,12033,515,350,26,26,0,0.57992196,11,165
736,AdventHealth Palm Coast (FKA Florida Hospital Flagler),Short Term Acute Care Hospital,Flagler,Florida,12,35,12035,99,99,18,18,0,0.92685759,3,0
737,Florida State Hospital,Short Term Acute Care Hospital,Gadsden,Florida,12,39,12039,949,24,4,4,0,0.36289954,0,925
738,AdventHealth Wauchula (FKA Florida Hospital Wauchula),Critical Access Hospital,Hardee,Florida,12,49,12049,25,25,4,4,0,0.94174862,1,0
739,Hendry Regional Medical Center,Critical Access Hospital,Hendry,Florida,12,51,12051,25,25,3,3,0,0.12515068,2,0
740,Oak Hill Hospital,Short Term Acute Care Hospital,Hernando,Florida,12,53,12053,350,280,24,24,0,0.81274396,10,70
741,Bayfront Health - Brooksville (FKA Brooksville Regional Hospital),Short Term Acute Care Hospital,Hernando,Florida,12,53,12053,120,120,20,20,10,0.4376151,4,0
742,Highlands Regional Medical Center,Short Term Acute Care Hospital,Highlands,Florida,12,55,12055,126,110,16,16,0,0.30849314,4,16
743,AdventHealth Sebring (FKA Florida Hospital Heartland Medical Center),Short Term Acute Care Hospital,Highlands,Florida,12,55,12055,147,180,22,22,0,0.65751904,4,-33
744,Tampa General Hospital (AKA Florida Health Sciences Center),Short Term Acute Care Hospital,Hillsborough,Florida,12,57,12057,1006,898,101,101,91,0.81763434,36,108
745,South Florida Baptist Hospital,Short Term Acute Care Hospital,Hillsborough,Florida,12,57,12057,147,136,25,25,0,0.47415391,3,11
746,Brandon Regional Hospital,Short Term Acute Care Hospital,Hillsborough,Florida,12,57,12057,422,393,54,54,22,0.6396668,10,29
747,AdventHealth Tampa (FKA Florida Hospital Tampa),Short Term Acute Care Hospital,Hillsborough,Florida,12,57,12057,536,506,58,58,28,0.60961068,8,30
748,Memorial Hospital of Tampa (FKA IASIS Memorial Hospital of Tampa),Short Term Acute Care Hospital,Hillsborough,Florida,12,57,12057,183,312,12,12,0,0.22713383,3,-129
749,St Josephs Hospital,Short Term Acute Care Hospital,Hillsborough,Florida,12,57,12057,807,527,106,106,64,0.64321905,18,280
750,AdventHealth Carrollwood (FKA Florida Hospital Carrollwood),Short Term Acute Care Hospital,Hillsborough,Florida,12,57,12057,103,103,8,8,0,0.61056346,2,0
751,Tampa Community Hospital (FKA Town & Country Hospital),Short Term Acute Care Hospital,Hillsborough,Florida,12,57,12057,201,182,11,11,0,0.22490536,2,19
752,South Bay Hospital,Short Term Acute Care Hospital,Hillsborough,Florida,12,57,12057,138,138,12,12,0,0.48788962,3,0
753,Moffitt Cancer Center (AKA H Lee Moffitt Cancer Center & Research Institute),Short Term Acute Care Hospital,Hillsborough,Florida,12,57,12057,218,206,30,30,0,0.78388083,3,12
754,James A Haley Veterans Hospital,VA Hospital,Hillsborough,Florida,12,57,12057,415,415,2,2,0,0,2,0
755,Doctors Memorial Hospital,Critical Access Hospital,Holmes,Florida,12,59,12059,20,20,3,3,0,0.45698631,2,0
756,Cleveland Clinic Indian River Hospital (FKA Indian River Medical Center),Short Term Acute Care Hospital,Indian River,Florida,12,61,12061,332,310,24,24,0,0.48579761,7,22
757,Sebastian River Medical Center,Short Term Acute Care Hospital,Indian River,Florida,12,61,12061,154,121,16,16,0,0.44811502,4,33
758,Jackson Hospital,Short Term Acute Care Hospital,Jackson,Florida,12,63,12063,100,66,7,7,0,0.52569532,3,34
759,UF Health the Villages Hospital (FKA the Villages Regional Hospital),Short Term Acute Care Hospital,Sumter,Florida,12,119,12119,307,277,56,56,0,0.58347261,8,30
760,UF Health Leesburg Hospital (FKA Leesburg Regional Medical Center),Short Term Acute Care Hospital,Lake,Florida,12,69,12069,332,308,46,46,0,0.59330189,7,24
761,AdventHealth Waterman (FKA Florida Hospital Waterman),Short Term Acute Care Hospital,Lake,Florida,12,69,12069,303,269,47,47,0,0.59308445,6,34
762,Orlando Health South Lake Hospital,Short Term Acute Care Hospital,Lake,Florida,12,69,12069,170,140,16,16,0,0.87238747,6,30
763,Lehigh Regional Medical Center,Short Term Acute Care Hospital,Lee,Florida,12,71,12071,88,78,8,8,0,0.35862312,4,10
764,Lee Memorial Hospital,Short Term Acute Care Hospital,Lee,Florida,12,71,12071,414,355,75,75,129,0.71094799,40,59
765,Gulf Coast Medical Center,Short Term Acute Care Hospital,Lee,Florida,12,71,12071,647,356,36,36,0,0.76579189,23,291
766,Cape Coral Hospital,Short Term Acute Care Hospital,Lee,Florida,12,71,12071,291,291,22,22,23,0.647771,21,0
767,Capital Regional Medical Center,Short Term Acute Care Hospital,Leon,Florida,12,73,12073,266,266,20,20,0,0.69814909,7,0
768,Tallahassee Memorial HealthCare,Short Term Acute Care Hospital,Leon,Florida,12,73,12073,772,386,30,30,30,0.91878062,25,386
769,Blake Medical Center,Short Term Acute Care Hospital,Manatee,Florida,12,81,12081,383,355,43,43,0,0.59572417,8,28
770,Manatee Memorial Hospital,Short Term Acute Care Hospital,Manatee,Florida,12,81,12081,295,295,35,35,6,0.75734389,8,0
771,Lakewood Ranch Medical Center,Short Term Acute Care Hospital,Manatee,Florida,12,81,12081,120,120,20,20,0,0.55892694,5,0
772,AdventHealth Ocala (FKA Munroe Regional Medical Center),Short Term Acute Care Hospital,Marion,Florida,12,83,12083,425,425,44,44,0,0.50583816,10,0
773,Ocala Regional Medical Center,Short Term Acute Care Hospital,Marion,Florida,12,83,12083,256,200,66,66,0,0.87313598,16,56
774,Cleveland Clinic Martin North Hospital (FKA Martin Medical Center),Short Term Acute Care Hospital,Martin,Florida,12,85,12085,244,244,66,66,0,0.60936552,17,0
775,Mount Sinai Medical Center (FL),Short Term Acute Care Hospital,Miami-Dade,Florida,12,86,12086,672,481,72,72,0,0.60677242,16,191
776,Larkin Community Hospital - Palm Springs Campus (FKA Palm Springs General Hospital),Short Term Acute Care Hospital,Miami-Dade,Florida,12,86,12086,247,119,14,14,0,0.40694857,4,128
777,North Shore Medical Center,Short Term Acute Care Hospital,Miami-Dade,Florida,12,86,12086,337,305,58,58,18,0.44775259,14,32
778,Jackson Memorial Hospital,Short Term Acute Care Hospital,Miami-Dade,Florida,12,86,12086,1493,1622,91,91,97,0.60090029,24,-129
779,Baptist Hospital,Short Term Acute Care Hospital,Miami-Dade,Florida,12,86,12086,728,705,40,40,36,0.72941613,20,23
780,Hialeah Hospital,Short Term Acute Care Hospital,Miami-Dade,Florida,12,86,12086,366,350,21,21,10,0.3582826,9,16
781,Sylvester Comprehensive Cancer Center,Short Term Acute Care Hospital,Miami-Dade,Florida,12,86,12086,40,553,47,47,0,0.52082187,8,-513
782,Kendall Regional Medical Center,Short Term Acute Care Hospital,Miami-Dade,Florida,12,86,12086,417,394,52,52,20,0.6977331,15,23
783,Larkin Community Hospital - South Miami Campus,Short Term Acute Care Hospital,Miami-Dade,Florida,12,86,12086,146,118,8,8,0,0.5855816,2,28
784,Coral Gables Hospital,Short Term Acute Care Hospital,Miami-Dade,Florida,12,86,12086,245,245,16,16,0,0.32847637,6,0
785,Palmetto General Hospital,Short Term Acute Care Hospital,Miami-Dade,Florida,12,86,12086,368,368,57,57,15,0.58554941,14,0
786,Homestead Hospital,Short Term Acute Care Hospital,Miami-Dade,Florida,12,86,12086,147,147,16,16,0,0.56073105,5,0
787,South Miami Hospital,Short Term Acute Care Hospital,Miami-Dade,Florida,12,86,12086,436,436,28,28,62,0.44535002,12,0
788,Aventura Hospital and Medical Center,Short Term Acute Care Hospital,Miami-Dade,Florida,12,86,12086,407,351,77,77,0,0.78764391,12,56
789,Doctors Hospital,Short Term Acute Care Hospital,Miami-Dade,Florida,12,86,12086,281,281,12,12,0,0.23751767,4,0
790,Miami VA Healthcare System - Bruce W Carter VA Medical Center,VA Hospital,Miami-Dade,Florida,12,86,12086,372,372,1,1,0,0,2,0
791,Westchester General Hospital,Short Term Acute Care Hospital,Miami-Dade,Florida,12,86,12086,125,125,8,8,0,0.38043052,2,0
792,Douglas Gardens Hospital (AKA Miami Jewish Health Systems),Short Term Acute Care Hospital,Miami-Dade,Florida,12,86,12086,32,32,6,6,0,0.24257173,0,0
793,Lower Keys Medical Center,Short Term Acute Care Hospital,Monroe,Florida,12,87,12087,118,99,9,9,0,0.23176976,2,19
794,Mariners Hospital,Critical Access Hospital,Monroe,Florida,12,87,12087,25,25,4,4,0,0.1580274,2,0
795,Fishermens Community Hospital,Critical Access Hospital,Monroe,Florida,12,87,12087,4,5,1,1,0,0.017534247,2,-1
796,Baptist Medical Center Nassau,Short Term Acute Care Hospital,Nassau,Florida,12,89,12089,62,54,9,9,0,0.55428714,3,8
797,North Okaloosa Medical Center,Short Term Acute Care Hospital,Okaloosa,Florida,12,91,12091,110,110,20,20,0,0.46910083,4,0
798,Fort Walton Beach Medical Center,Short Term Acute Care Hospital,Okaloosa,Florida,12,91,12091,237,189,23,23,10,0.84086508,9,48
799,Twin Cities Hospital,Short Term Acute Care Hospital,Okaloosa,Florida,12,91,12091,65,65,8,8,0,0.36712906,2,0
800,Raulerson Hospital,Short Term Acute Care Hospital,Okeechobee,Florida,12,93,12093,100,100,8,8,0,0.40278688,3,0
801,Orlando Health Orlando Regional Medical Center,Short Term Acute Care Hospital,Orange,Florida,12,95,12095,898,808,71,71,159,0.74880534,21,90
802,AdventHealth Orlando (FKA Florida Hospital Orlando),Short Term Acute Care Hospital,Orange,Florida,12,95,12095,1364,2247,221,221,118,0.65472943,30,-883
